gene,gene_name,chromosome,description,entrez_id,LPS_vs_PBS_IP.l2fc,LPS_vs_PBS_IP.padj,IP_LPS_avg_fpkm,IP_PBS_avg_fpkm
ENSMUSG00000029304,Spp1,5,secreted phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:98389],20750,2.083698702,9.91E-35,486.469633,114.8331546
ENSMUSG00000039232,Stx11,10,syntaxin 11 [Source:MGI Symbol;Acc:MGI:1921982],74732,2.083096992,4.94E-15,4.965995018,1.08361384
ENSMUSG00000037321,Tap1,17,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98483]",21354,2.072871529,1.33E-24,50.11375623,11.17993354
ENSMUSG00000053175,Bcl3,7,B cell leukemia/lymphoma 3 [Source:MGI Symbol;Acc:MGI:88140],12051,2.072289692,4.40E-16,16.74027571,3.782668106
ENSMUSG00000028270,Gbp2,3,guanylate binding protein 2 [Source:MGI Symbol;Acc:MGI:102772],14469,2.072244563,1.23E-06,468.9505134,75.56248224
ENSMUSG00000000555,Itga5,15,integrin alpha 5 (fibronectin receptor alpha) [Source:MGI Symbol;Acc:MGI:96604],16402,2.053898998,1.72E-25,44.20105119,10.15725192
ENSMUSG00000045534,Kcna5,6,"potassium voltage-gated channel, shaker-related subfamily, member 5 [Source:MGI Symbol;Acc:MGI:96662]",16493,2.03656253,9.88E-13,6.285702007,1.358898036
ENSMUSG00000009585,Apobec3,15,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3 [Source:MGI Symbol;Acc:MGI:1933111]",80287,2.027456747,3.27E-29,17.47347432,4.23560355
ENSMUSG00000027412,Lpin3,2,lipin 3 [Source:MGI Symbol;Acc:MGI:1891342],64899,2.024211911,1.58E-04,11.26794179,0.323320958
ENSMUSG00000082292,Gm12250,11,predicted gene 12250 [Source:MGI Symbol;Acc:MGI:3649299],,2.022054093,5.62E-05,38.30578464,4.594709322
ENSMUSG00000060550,H2-Q7,17,"histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]",15018,2.01908005,7.68E-11,4.164583059,0.89091963
ENSMUSG00000055994,Nod2,8,nucleotide-binding oligomerization domain containing 2 [Source:MGI Symbol;Acc:MGI:2429397],257632,2.018779162,1.14E-16,4.660431342,1.068698328
ENSMUSG00000040734,Ppp1r13l,7,"protein phosphatase 1, regulatory subunit 13 like [Source:MGI Symbol;Acc:MGI:3525053]",333654,2.014394943,3.94E-12,6.082387195,1.37697957
ENSMUSG00000027075,Slc43a1,2,"solute carrier family 43, member 1 [Source:MGI Symbol;Acc:MGI:1931352]",72401,2.011628247,1.41E-05,1.533830824,0.215178803
ENSMUSG00000054435,Gimap4,6,"GTPase, IMAP family member 4 [Source:MGI Symbol;Acc:MGI:1349656]",107526,2.010743559,7.16E-14,14.14164466,3.147643667
ENSMUSG00000032000,Birc3,9,baculoviral IAP repeat-containing 3 [Source:MGI Symbol;Acc:MGI:1197007],11796,2.008572175,1.37E-27,36.2895984,8.922765496
ENSMUSG00000042379,Esm1,13,endothelial cell-specific molecule 1 [Source:MGI Symbol;Acc:MGI:1918940],71690,2.007263903,4.85E-06,1.685926649,0.307226077
ENSMUSG00000042677,Zc3h12a,4,zinc finger CCCH type containing 12A [Source:MGI Symbol;Acc:MGI:2385891],230738,2.006326553,2.53E-14,10.20130742,2.228302633
ENSMUSG00000027611,Procr,2,"protein C receptor, endothelial [Source:MGI Symbol;Acc:MGI:104596]",19124,2.000793775,5.50E-17,23.58586133,5.590553695
ENSMUSG00000012519,Mlkl,8,mixed lineage kinase domain-like [Source:MGI Symbol;Acc:MGI:1921818],74568,2.000426533,2.50E-29,17.66705851,4.423862337
ENSMUSG00000020689,Itgb3,11,integrin beta 3 [Source:MGI Symbol;Acc:MGI:96612],16416,1.997344591,7.91E-17,4.941943875,1.19442733
ENSMUSG00000018774,Cd68,11,CD68 antigen [Source:MGI Symbol;Acc:MGI:88342],12514,1.996112328,4.60E-06,5.525100517,0.956378446
ENSMUSG00000018381,Abi3,11,ABI family member 3 [Source:MGI Symbol;Acc:MGI:1913860],66610,1.99155733,3.18E-18,7.047625651,1.682911348
ENSMUSG00000027995,Tlr2,3,toll-like receptor 2 [Source:MGI Symbol;Acc:MGI:1346060],24088,1.988286936,1.35E-10,4.289018235,0.948223068
ENSMUSG00000025225,Nfkb2,19,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]",18034,1.985296157,6.72E-26,35.99556426,8.986823442
ENSMUSG00000026475,Rgs16,1,regulator of G-protein signaling 16 [Source:MGI Symbol;Acc:MGI:108407],19734,1.984525344,1.69E-21,27.7071606,6.808649032
ENSMUSG00000105504,Gbp5,3,guanylate binding protein 5 [Source:MGI Symbol;Acc:MGI:2429943],229898,1.982617887,2.16E-06,171.5478587,30.72313059
ENSMUSG00000003549,Ercc1,7,"excision repair cross-complementing rodent repair deficiency, complementation group 1 [Source:MGI Symbol;Acc:MGI:95412]",13870,1.976313031,4.68E-13,22.40723868,5.311938608
ENSMUSG00000048489,Depp1,6,DEPP1 autophagy regulator [Source:MGI Symbol;Acc:MGI:1918730],213393,1.963249213,9.23E-06,32.8286146,5.490154881
ENSMUSG00000074151,Nlrc5,8,"NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]",434341,1.962533991,1.34E-21,8.857451603,2.175740646
ENSMUSG00000025498,Irf7,7,interferon regulatory factor 7 [Source:MGI Symbol;Acc:MGI:1859212],54123,1.958811494,1.72E-35,22.24217621,5.645291992
ENSMUSG00000031503,Col4a2,8,"collagen, type IV, alpha 2 [Source:MGI Symbol;Acc:MGI:88455]",12827,1.955875494,2.14E-33,234.4119147,59.95481441
ENSMUSG00000040026,Saa3,7,serum amyloid A 3 [Source:MGI Symbol;Acc:MGI:98223],20210,1.955107287,2.15E-04,112.5962092,0.071582312
ENSMUSG00000024427,Spry4,18,sprouty RTK signaling antagonist 4 [Source:MGI Symbol;Acc:MGI:1345144],24066,1.946357572,5.94E-22,10.51155501,2.610836906
ENSMUSG00000021903,Galnt15,14,polypeptide N-acetylgalactosaminyltransferase 15 [Source:MGI Symbol;Acc:MGI:1926004],78754,1.94161296,2.90E-05,77.23631606,11.68321116
ENSMUSG00000032515,Csrnp1,9,cysteine-serine-rich nuclear protein 1 [Source:MGI Symbol;Acc:MGI:2387989],215418,1.937142778,1.42E-16,16.49974873,3.942041509
ENSMUSG00000104713,Gbp6,5,guanylate binding protein 6 [Source:MGI Symbol;Acc:MGI:2140937],100702,1.936727245,3.06E-10,3.812403342,0.854518025
ENSMUSG00000020848,Doc2b,11,"double C2, beta [Source:MGI Symbol;Acc:MGI:1100497]",13447,1.935440677,6.96E-05,7.886605858,1.10651974
ENSMUSG00000115338,Pnp,14,purine-nucleoside phosphorylase [Source:MGI Symbol;Acc:MGI:97365],18950,1.929816058,6.33E-26,23.45570652,6.032646259
ENSMUSG00000038037,Socs1,16,suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910],12703,1.929319212,1.23E-05,1.015493721,0.186869275
ENSMUSG00000025185,Loxl4,19,lysyl oxidase-like 4 [Source:MGI Symbol;Acc:MGI:1914823],67573,1.923397092,2.42E-06,1.234415184,0.241150483
ENSMUSG00000021266,Wars,12,tryptophanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:104630],22375,1.909868761,5.76E-09,108.4897751,24.84506128
ENSMUSG00000031504,Rab20,8,"RAB20, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:102789]",19332,1.902055531,3.32E-05,2.148146936,0.374932192
ENSMUSG00000033467,Crlf2,5,cytokine receptor-like factor 2 [Source:MGI Symbol;Acc:MGI:1889506],57914,1.901845561,5.23E-20,26.11610505,6.840696648
ENSMUSG00000075602,Ly6a,15,"lymphocyte antigen 6 complex, locus A [Source:MGI Symbol;Acc:MGI:107527]",110454,1.901743217,1.26E-34,948.0722805,257.3000779
ENSMUSG00000014773,Dll1,17,delta like canonical Notch ligand 1 [Source:MGI Symbol;Acc:MGI:104659],13388,1.889756732,1.12E-14,12.80898973,3.151838251
ENSMUSG00000022548,Apod,16,apolipoprotein D [Source:MGI Symbol;Acc:MGI:88056],11815,1.885782909,1.02E-23,3627.618551,900.0509998
ENSMUSG00000037411,Serpine1,5,"serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]",18787,1.885337046,3.57E-04,7.695871618,0.799054239
ENSMUSG00000038811,Gngt2,11,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2 [Source:MGI Symbol;Acc:MGI:893584]",14710,1.884438885,4.74E-09,7.39633015,1.773105706
ENSMUSG00000036931,Nfkbid,7,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta [Source:MGI Symbol;Acc:MGI:3041243]",243910,1.879738243,2.97E-05,1.75240588,0.327622362
ENSMUSG00000050440,Hamp,7,hepcidin antimicrobial peptide [Source:MGI Symbol;Acc:MGI:1933533],84506,1.879158476,4.51E-04,2.214487376,0
ENSMUSG00000030208,Emp1,6,epithelial membrane protein 1 [Source:MGI Symbol;Acc:MGI:107941],13730,1.876466323,1.76E-06,58.24747809,12.15969514
ENSMUSG00000074063,Osgin1,8,oxidative stress induced growth inhibitor 1 [Source:MGI Symbol;Acc:MGI:1919089],71839,1.870552222,2.76E-11,8.013865302,1.957471867
ENSMUSG00000103041,Gm37305,3,"predicted gene, 37305 [Source:MGI Symbol;Acc:MGI:5610533]",,1.861248906,1.20E-11,3.80478248,0.953174864
ENSMUSG00000025161,Slc16a3,11,"solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]",80879,1.857111444,1.90E-05,1.604417152,0.312912127
ENSMUSG00000000386,Mx1,16,MX dynamin-like GTPase 1 [Source:MGI Symbol;Acc:MGI:97243],,1.850419436,8.97E-05,1.375365188,0.230263383
ENSMUSG00000040511,Pvr,7,poliovirus receptor [Source:MGI Symbol;Acc:MGI:107741],52118,1.843065991,7.72E-27,25.98580665,7.229542597
ENSMUSG00000034684,Sema3f,9,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F [Source:MGI Symbol;Acc:MGI:1096347]",20350,1.840273001,1.70E-28,16.67940495,4.693082303
ENSMUSG00000028370,Pappa,4,pregnancy-associated plasma protein A [Source:MGI Symbol;Acc:MGI:97479],18491,1.840097272,5.28E-04,1.537632042,0.174328432
ENSMUSG00000031502,Col4a1,8,"collagen, type IV, alpha 1 [Source:MGI Symbol;Acc:MGI:88454]",12826,1.833646547,1.25E-27,301.8394571,83.96849015
ENSMUSG00000046027,Stard5,7,StAR-related lipid transfer (START) domain containing 5 [Source:MGI Symbol;Acc:MGI:2156765],170460,1.832038232,1.49E-12,9.87801544,2.462899165
ENSMUSG00000029999,Tgfa,6,transforming growth factor alpha [Source:MGI Symbol;Acc:MGI:98724],21802,1.827429777,1.96E-33,52.1629262,14.91070704
ENSMUSG00000035373,Ccl7,11,chemokine (C-C motif) ligand 7 [Source:MGI Symbol;Acc:MGI:99512],20306,1.816316077,7.04E-04,2.363654985,0.271705272
ENSMUSG00000040552,C3ar1,6,complement component 3a receptor 1 [Source:MGI Symbol;Acc:MGI:1097680],12267,1.809592685,1.48E-04,1.37024609,0.235288433
ENSMUSG00000028121,Bcar3,3,breast cancer anti-estrogen resistance 3 [Source:MGI Symbol;Acc:MGI:1352501],29815,1.797377827,4.44E-18,41.64854084,11.11317011
ENSMUSG00000015950,Ncf1,5,neutrophil cytosolic factor 1 [Source:MGI Symbol;Acc:MGI:97283],17969,1.797091375,8.78E-04,5.782309454,0.616811597
ENSMUSG00000003541,Ier3,17,immediate early response 3 [Source:MGI Symbol;Acc:MGI:104814],15937,1.791499899,2.41E-26,89.68758842,26.01717868
ENSMUSG00000001627,Ifrd1,12,interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717],15982,1.790425485,1.89E-17,31.77105952,8.736991392
ENSMUSG00000026321,Tnfrsf11a,1,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator [Source:MGI Symbol;Acc:MGI:1314891]",21934,1.788038762,5.25E-28,17.73625557,5.191805209
ENSMUSG00000052861,Dnah6,6,"dynein, axonemal, heavy chain 6 [Source:MGI Symbol;Acc:MGI:107744]",330355,1.787895522,1.60E-08,1.753945588,0.433440967
ENSMUSG00000024087,Cyp1b1,17,"cytochrome P450, family 1, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88590]",13078,1.784824457,3.15E-21,136.3202277,37.71758345
ENSMUSG00000026749,Nek6,2,NIMA (never in mitosis gene a)-related expressed kinase 6 [Source:MGI Symbol;Acc:MGI:1891638],59126,1.7799442,4.71E-13,5.886004241,1.591064062
ENSMUSG00000027074,Slc43a3,2,"solute carrier family 43, member 3 [Source:MGI Symbol;Acc:MGI:1931054]",58207,1.774313914,2.65E-09,5.291233767,1.329755035
ENSMUSG00000029003,Mad2l2,4,MAD2 mitotic arrest deficient-like 2 [Source:MGI Symbol;Acc:MGI:1919140],71890,1.773618584,1.70E-12,10.16377962,2.79971281
ENSMUSG00000032966,Fkbp1a,2,FK506 binding protein 1a [Source:MGI Symbol;Acc:MGI:95541],14225,1.76761492,2.15E-31,172.2204541,51.19538886
ENSMUSG00000006642,Tcf23,5,transcription factor 23 [Source:MGI Symbol;Acc:MGI:1934960],69852,1.767465395,8.43E-14,8.567980201,2.402408511
ENSMUSG00000052769,Gm9889,3,predicted gene 9889 [Source:MGI Symbol;Acc:MGI:3642568],,1.765256348,3.84E-04,1.727349759,0.309407728
ENSMUSG00000022094,Slc39a14,14,"solute carrier family 39 (zinc transporter), member 14 [Source:MGI Symbol;Acc:MGI:2384851]",213053,1.756610588,5.73E-06,17.23496111,3.852459731
ENSMUSG00000044244,Il20rb,9,interleukin 20 receptor beta [Source:MGI Symbol;Acc:MGI:2143266],213208,1.755379064,4.23E-05,1.479005455,0.325983946
ENSMUSG00000078921,Tgtp2,11,T cell specific GTPase 2 [Source:MGI Symbol;Acc:MGI:3710083],100039796,1.751734433,1.36E-04,47.53002628,9.461881552
ENSMUSG00000026072,Il1r1,1,"interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]",16177,1.749683813,2.55E-17,51.66686289,14.90307621
ENSMUSG00000027947,Il6ra,3,"interleukin 6 receptor, alpha [Source:MGI Symbol;Acc:MGI:105304]",16194,1.748621374,4.95E-21,36.68532608,10.80219696
ENSMUSG00000028970,Abcb1b,5,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B [Source:MGI Symbol;Acc:MGI:97568]",18669,1.748257552,1.31E-15,3.859853506,1.128027137
ENSMUSG00000017493,Igfbp4,11,insulin-like growth factor binding protein 4 [Source:MGI Symbol;Acc:MGI:96439],16010,1.747829449,3.72E-08,177.7493939,46.08923114
ENSMUSG00000032807,Alox12b,11,"arachidonate 12-lipoxygenase, 12R type [Source:MGI Symbol;Acc:MGI:1274782]",11686,1.745344384,2.69E-04,1.359619736,0.25681995
ENSMUSG00000078853,Igtp,11,interferon gamma induced GTPase [Source:MGI Symbol;Acc:MGI:107729],16145,1.74453291,1.35E-04,117.0278527,23.78983819
ENSMUSG00000040328,Olfr56,11,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],18356,1.740699338,1.17E-06,3.319693127,0.806735484
ENSMUSG00000046879,Irgm1,11,immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567],15944,1.738460301,2.46E-16,67.45312495,18.23984793
ENSMUSG00000054072,Iigp1,18,interferon inducible GTPase 1 [Source:MGI Symbol;Acc:MGI:1926259],60440,1.727729548,4.07E-04,101.2014531,18.36916999
ENSMUSG00000000682,Cd52,4,CD52 antigen [Source:MGI Symbol;Acc:MGI:1346088],23833,1.725306796,0.001347677,1.777357303,0
ENSMUSG00000028776,Tinagl1,4,tubulointerstitial nephritis antigen-like 1 [Source:MGI Symbol;Acc:MGI:2137617],94242,1.722377357,2.88E-20,183.2522924,53.65430689
ENSMUSG00000041608,Entpd3,9,ectonucleoside triphosphate diphosphohydrolase 3 [Source:MGI Symbol;Acc:MGI:1321386],215446,1.721392893,0.001125107,9.065687517,1.31838594
ENSMUSG00000022887,Masp1,16,mannan-binding lectin serine peptidase 1 [Source:MGI Symbol;Acc:MGI:88492],17174,1.720190575,9.73E-12,4.358026514,1.247132788
ENSMUSG00000028967,Errfi1,4,ERBB receptor feedback inhibitor 1 [Source:MGI Symbol;Acc:MGI:1921405],74155,1.715062957,2.00E-04,80.40404155,15.65125322
ENSMUSG00000078920,Ifi47,11,interferon gamma inducible protein 47 [Source:MGI Symbol;Acc:MGI:99448],15953,1.712275946,4.60E-06,36.71561751,9.036679738
ENSMUSG00000027962,Vcam1,3,vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926],22329,1.712240075,8.25E-23,239.1458406,73.28690074
ENSMUSG00000027456,Sdcbp2,2,syndecan binding protein (syntenin) 2 [Source:MGI Symbol;Acc:MGI:2385156],228765,1.69901024,3.52E-05,2.840278488,0.712644306
ENSMUSG00000032327,Stra6,9,stimulated by retinoic acid gene 6 [Source:MGI Symbol;Acc:MGI:107742],20897,1.695581528,1.47E-17,122.6340342,36.72879915
ENSMUSG00000028680,Plk3,4,polo like kinase 3 [Source:MGI Symbol;Acc:MGI:109604],12795,1.695102449,1.28E-11,12.01225311,3.539095039
ENSMUSG00000036053,Fmnl2,2,formin-like 2 [Source:MGI Symbol;Acc:MGI:1918659],71409,1.692631704,2.52E-25,94.1207011,28.80430907
ENSMUSG00000028362,Tnfsf8,4,"tumor necrosis factor (ligand) superfamily, member 8 [Source:MGI Symbol;Acc:MGI:88328]",21949,1.69253319,0.001486602,18.19141332,0.048839521
ENSMUSG00000055413,H2-Q5,17,"histocompatibility 2, Q region locus 5 [Source:MGI Symbol;Acc:MGI:95934]",15016,1.684553536,4.17E-06,5.205186297,1.380105652
ENSMUSG00000022324,Matn2,15,matrilin 2 [Source:MGI Symbol;Acc:MGI:109613],17181,1.681936248,4.39E-24,9.181924068,2.890356793
ENSMUSG00000058715,Fcer1g,1,"Fc receptor, IgE, high affinity I, gamma polypeptide [Source:MGI Symbol;Acc:MGI:95496]",14127,1.681467194,0.001385223,3.410303153,0.557813415
ENSMUSG00000036256,Igfbp7,5,insulin-like growth factor binding protein 7 [Source:MGI Symbol;Acc:MGI:1352480],29817,1.67688772,6.33E-26,372.5622754,118.1184775
ENSMUSG00000091649,Phf11b,14,PHD finger protein 11B [Source:MGI Symbol;Acc:MGI:3645789],236451,1.676338125,0.001892779,1.199436421,0.175042973
ENSMUSG00000090958,Lrrc32,7,leucine rich repeat containing 32 [Source:MGI Symbol;Acc:MGI:93882],434215,1.676189342,1.26E-06,41.01706478,10.93056893
ENSMUSG00000097783,Gm26747,8,"predicted gene, 26747 [Source:MGI Symbol;Acc:MGI:5477241]",,1.667998466,6.61E-04,1.589217997,0.325480494
ENSMUSG00000087443,Ppp1r18os,17,"protein phosphatase 1, regulatory subunit 18, opposite strand [Source:MGI Symbol;Acc:MGI:1918627]",,1.667323738,7.86E-04,4.146075385,0.834596374
ENSMUSG00000066687,Zbtb16,9,zinc finger and BTB domain containing 16 [Source:MGI Symbol;Acc:MGI:103222],235320,1.664839621,8.54E-06,53.06028161,13.30142354
ENSMUSG00000045664,Cdc42ep2,19,CDC42 effector protein (Rho GTPase binding) 2 [Source:MGI Symbol;Acc:MGI:1929744],104252,1.664616356,3.20E-07,6.530804063,1.734350555
ENSMUSG00000110618,Gm39822,11,"predicted gene, 39822 [Source:MGI Symbol;Acc:MGI:5622707]",105244162,1.660718066,2.04E-04,1.530307881,0.354029714
ENSMUSG00000030342,Cd9,6,CD9 antigen [Source:MGI Symbol;Acc:MGI:88348],12527,1.655286752,4.15E-20,121.8742253,37.91679412
ENSMUSG00000038007,Acer2,4,alkaline ceramidase 2 [Source:MGI Symbol;Acc:MGI:1920932],230379,1.654694464,6.16E-20,88.9429595,28.34665838
ENSMUSG00000038670,Mybpc2,7,"myosin binding protein C, fast-type [Source:MGI Symbol;Acc:MGI:1336170]",233199,1.654457918,3.71E-05,2.498667217,0.650106356
ENSMUSG00000099875,Rbm3-ps,1,"RNA binding motif (RNP1, RRM) protein 3 [Source:MGI Symbol;Acc:MGI:3642874]",,1.64848991,4.81E-05,11.0044059,2.789139522
ENSMUSG00000024691,Fam111a,19,"family with sequence similarity 111, member A [Source:MGI Symbol;Acc:MGI:1915508]",107373,1.644980477,4.24E-11,6.747030031,2.106122172
ENSMUSG00000042349,Ikbke,1,inhibitor of kappaB kinase epsilon [Source:MGI Symbol;Acc:MGI:1929612],56489,1.644509958,1.45E-05,1.264582562,0.346058362
ENSMUSG00000005686,Ampd3,7,adenosine monophosphate deaminase 3 [Source:MGI Symbol;Acc:MGI:1096344],11717,1.64274972,1.95E-19,68.1721202,20.7271729
ENSMUSG00000060591,Ifitm2,7,interferon induced transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1933382],80876,1.63554451,4.15E-17,76.79104041,24.86881521
ENSMUSG00000000317,Bcl6b,11,"B cell CLL/lymphoma 6, member B [Source:MGI Symbol;Acc:MGI:1278332]",12029,1.627940356,5.50E-17,17.3909043,5.50153481
ENSMUSG00000024903,Lao1,4,L-amino acid oxidase 1 [Source:MGI Symbol;Acc:MGI:2140628],100470,1.624970135,0.003633691,5.202337023,0.453806538
ENSMUSG00000019832,Rab32,10,"RAB32, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1915094]",67844,1.623753463,3.31E-06,4.303258836,1.259491573
ENSMUSG00000001507,Itga3,11,integrin alpha 3 [Source:MGI Symbol;Acc:MGI:96602],16400,1.619520608,4.12E-16,56.21387266,17.44768701
ENSMUSG00000024529,Lox,18,lysyl oxidase [Source:MGI Symbol;Acc:MGI:96817],16948,1.616489074,5.52E-04,26.53387575,5.78509206
ENSMUSG00000074361,C5ar2,7,complement component 5a receptor 2 [Source:MGI Symbol;Acc:MGI:2442013],319430,1.615926164,1.17E-04,1.214160903,0.308385499
ENSMUSG00000054321,Taf4b,18,TATA-box binding protein associated factor 4b [Source:MGI Symbol;Acc:MGI:2152345],72504,1.613861816,5.51E-12,3.872611605,1.235078167
ENSMUSG00000001741,Il16,7,interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855],16170,1.612688833,1.69E-07,2.0532189,0.596983578
ENSMUSG00000008384,Sertad1,7,SERTA domain containing 1 [Source:MGI Symbol;Acc:MGI:1913438],55942,1.610378438,6.94E-18,34.24003176,10.9004601
ENSMUSG00000074874,Ctla2b,13,cytotoxic T lymphocyte-associated protein 2 beta [Source:MGI Symbol;Acc:MGI:88555],13025,1.60617192,0.002935075,1.031173154,0.172477451
ENSMUSG00000031103,Elf4,X,E74-like factor 4 (ets domain transcription factor) [Source:MGI Symbol;Acc:MGI:1928377],56501,1.604259941,6.33E-15,5.58190167,1.810163036
ENSMUSG00000027435,Cd93,2,CD93 antigen [Source:MGI Symbol;Acc:MGI:106664],17064,1.59792576,7.53E-26,243.4531463,81.43029419
ENSMUSG00000008540,Mgst1,6,microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850],56615,1.587997831,2.51E-14,54.02927321,16.78720388
ENSMUSG00000035274,Tpbg,9,trophoblast glycoprotein [Source:MGI Symbol;Acc:MGI:1341264],21983,1.58112841,3.64E-13,5.241582917,1.7439266
ENSMUSG00000024778,Fas,19,Fas (TNF receptor superfamily member 6) [Source:MGI Symbol;Acc:MGI:95484],14102,1.574600922,1.05E-15,41.97352209,14.07623388
ENSMUSG00000006522,Itih3,14,"inter-alpha trypsin inhibitor, heavy chain 3 [Source:MGI Symbol;Acc:MGI:96620]",16426,1.572966316,4.18E-08,5.080763553,1.612331809
ENSMUSG00000032193,Ldlr,9,low density lipoprotein receptor [Source:MGI Symbol;Acc:MGI:96765],16835,1.570485243,8.01E-20,33.17660395,11.36867911
ENSMUSG00000030353,Tead4,6,TEA domain family member 4 [Source:MGI Symbol;Acc:MGI:106907],21679,1.564915318,6.44E-21,27.59316053,9.243453595
ENSMUSG00000002228,Ppm1j,3,protein phosphatase 1J [Source:MGI Symbol;Acc:MGI:1919137],71887,1.563702298,9.67E-04,1.581360481,0.378714892
ENSMUSG00000028480,Glipr2,4,GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770],384009,1.561006634,1.28E-13,27.08588706,9.07691812
ENSMUSG00000034595,Ppp1r18,17,"protein phosphatase 1, regulatory subunit 18 [Source:MGI Symbol;Acc:MGI:1923698]",76448,1.558785964,1.17E-14,25.23837856,8.404203278
ENSMUSG00000021750,Fam107a,14,"family with sequence similarity 107, member A [Source:MGI Symbol;Acc:MGI:3041256]",268709,1.556541023,5.35E-15,175.842095,58.04313702
